TransactionID,Date,Store,City,ProductCategory,Sales,Customers,Satisfaction,DiscountPercent
384,2023-08-13,Store A,Toronto,Food,2438.78,142.0,4.0,25
385,2025-04-25,Store D,London,Clothing,1176.64,147.0,3.8,15
386,2024-02-20,Store A,Toronto,Sports,2143.11,142.0,3.9,0
387,2025-10-10,Store F,Mississauga,Books,1072.95,139.0,3.9,25
388,2023-10-28,Store H,Windsor,Home,1467.7,85.0,4.3,0
389,2024-12-26,Store G,Waterloo,Sports,776.36,92.0,4.8,20
390,2024-08-03,Store A,Toronto,Home,2652.16,120.0,3.9,0
391,2024-11-23,Store D,London,Home,2175.38,120.0,3.6,5
392,2024-01-30,Store G,Waterloo,,1754.76,94.0,4.1,5
393,2024-02-08,Store A,Toronto,Food,393.02,101.0,4.4,20
394,2025-03-22,Store E,Kingston,,1663.25,102.0,4.0,10
395,2024-09-13,Store B,Ottawa,Electronics,2571.65,73.0,4.3,0
396,2025-11-09,Store A,Toronto,Electronics,2119.63,83.0,3.2,10
397,2024-01-22,Store D,London,Clothing,1543.84,73.0,4.9,10
398,2025-01-19,Store G,Waterloo,Electronics,1024.05,99.0,3.9,10
399,2024-04-01,Store H,Windsor,Clothing,1547.88,85.0,3.7,0
400,2025-05-17,Store H,Windsor,Electronics,1390.34,87.0,4.0,10
401,2025-07-19,Store F,Mississauga,Electronics,1216.93,120.0,4.3,15
402,2024-09-18,Store G,Waterloo,Sports,1646.59,100.0,3.7,20
403,2025-02-25,Store F,Mississauga,Sports,1749.2,60.0,4.1,0
404,2024-06-02,Store B,Ottawa,Food,2232.49,140.0,4.8,10
405,2024-08-12,Store B,Ottawa,Electronics,1248.96,94.0,3.9,20
406,2025-07-07,Store G,Waterloo,Food,1618.26,65.0,4.6,10
407,2023-02-12,Store D,London,Books,1829.17,96.0,3.7,5
408,2025-11-10,Store E,Kingston,Books,1339.42,64.0,3.9,10
409,2024-02-09,Store C,Hamilton,Home,,93.0,5.0,10
410,2023-06-18,Store C,Hamilton,Clothing,1592.3,111.0,4.2,20
411,2024-09-24,Store C,Hamilton,Sports,920.99,36.0,4.3,5
412,2023-11-19,Store H,Windsor,Home,1361.65,101.0,4.1,20
413,2025-02-13,Store A,Toronto,Food,1615.03,77.0,4.1,10
414,2023-05-17,Store E,Kingston,Electronics,1802.96,59.0,4.3,15
415,2023-05-05,Store E,Kingston,Clothing,1139.66,75.0,5.0,15
416,2023-06-20,Store B,Ottawa,Home,2179.37,106.0,,0
417,2023-05-27,Store D,London,Food,,66.0,4.4,10
418,2025-11-29,Store F,Mississauga,Home,2163.31,93.0,3.4,0
419,2023-10-28,Store G,Waterloo,Home,917.25,91.0,4.3,10
420,2023-05-29,Store E,Kingston,Food,,69.0,3.8,20
421,2024-01-28,Store E,Kingston,Home,1322.54,42.0,4.2,0
422,2023-04-11,Store E,Kingston,Sports,1028.37,47.0,3.9,15
423,2023-04-07,Store H,Windsor,Home,1168.97,42.0,4.0,10
424,2023-03-19,Store D,London,,,109.0,3.3,15
425,2023-10-07,Store A,Toronto,Clothing,1101.22,39.0,4.9,10
426,2024-07-31,Store F,Mississauga,Food,2359.62,81.0,4.0,20
427,2024-07-02,Store E,Kingston,Food,1791.81,56.0,3.6,20
428,2024-06-05,Store C,Hamilton,Home,1293.59,78.0,4.5,10
429,2023-07-15,Store C,Hamilton,Food,1024.93,82.0,4.3,0
430,2023-08-27,Store E,Kingston,Electronics,1261.75,88.0,3.5,15
431,2025-04-30,Store B,Ottawa,Food,1168.31,84.0,3.6,0
432,2025-08-28,Store D,London,Books,,,,5
433,2025-07-20,Store A,Toronto,Home,1816.61,110.0,5.0,25
434,2025-10-12,Store E,Kingston,Home,999.34,74.0,4.3,0
435,2024-08-07,Store A,Toronto,Electronics,867.86,118.0,4.2,15
436,2024-09-13,Store C,Hamilton,Food,1687.42,100.0,4.1,10
437,2024-03-31,Store A,Toronto,Books,2266.89,83.0,4.3,10
438,2023-07-15,Store D,London,Electronics,2180.47,71.0,3.5,0
439,2025-06-08,Store E,Kingston,Books,1353.52,75.0,4.1,10
440,2025-06-03,Store E,Kingston,Clothing,2414.14,123.0,3.9,10
441,2025-09-21,Store G,Waterloo,Books,1000.59,79.0,4.3,25
442,2025-06-04,Store F,Mississauga,Electronics,2193.95,126.0,4.1,20
443,2025-11-22,Store B,Ottawa,Sports,1476.22,117.0,4.5,0
444,2023-07-02,Store D,London,Food,2176.22,96.0,3.7,20
445,2025-01-11,Store B,Ottawa,Electronics,998.75,94.0,,20
446,2025-09-09,Store G,Waterloo,Electronics,1156.01,79.0,,0
447,2025-05-05,Store F,Mississauga,Food,902.31,59.0,4.5,5
448,2024-01-31,Store H,Windsor,Food,1148.79,96.0,3.5,15
449,2025-05-16,Store D,London,Sports,1450.61,42.0,4.5,0
450,2024-04-15,Store B,Ottawa,Clothing,1520.8,76.0,4.2,10
451,2025-05-06,Store F,Mississauga,Clothing,2627.9,104.0,3.7,10
452,2024-04-08,Store G,Waterloo,Electronics,,69.0,4.3,20
453,2025-01-12,Store F,Mississauga,Electronics,2157.04,93.0,4.0,10
454,2025-01-10,Store G,Waterloo,Home,1578.15,36.0,3.6,10
455,2025-04-08,Store A,Toronto,Home,1003.77,49.0,,15
456,2025-01-28,Store H,Windsor,Food,,25.0,4.3,10
457,2023-08-09,Store E,Kingston,Sports,1133.26,44.0,,15
458,2025-11-04,Store G,Waterloo,Clothing,1567.88,107.0,4.2,20
459,2023-01-17,Store F,Mississauga,Food,2296.94,77.0,3.7,5
460,2025-12-02,Store D,London,,2469.25,112.0,,25
461,2023-03-12,Store A,Toronto,Electronics,2585.12,53.0,4.6,0
462,2024-08-06,Store A,Toronto,Clothing,2509.35,134.0,4.0,15
463,2023-12-30,Store G,Waterloo,Electronics,2195.68,79.0,4.7,5
464,2023-04-29,Store C,Hamilton,Electronics,1502.8,73.0,,0
465,2023-06-23,Store G,Waterloo,,,82.0,4.0,10
466,2024-09-04,Store C,Hamilton,Electronics,1947.49,56.0,3.5,0
467,2025-12-29,Store C,Hamilton,Electronics,2064.15,87.0,3.5,0
468,2025-10-10,Store C,Hamilton,Clothing,1222.0,44.0,,25
469,2023-01-05,Store E,Kingston,Electronics,1703.34,89.0,3.7,5
470,2025-12-27,Store G,Waterloo,Sports,1365.64,91.0,3.4,10
471,2024-09-08,Store F,Mississauga,Books,1421.64,107.0,4.3,10
472,2023-10-24,Store B,Ottawa,Food,1546.22,69.0,3.8,5
473,2024-04-12,Store D,London,Home,1570.03,98.0,4.0,10
474,2024-05-27,Store D,London,Books,1182.33,67.0,,5
475,2023-06-04,Store H,Windsor,Books,1684.03,95.0,,0
476,2024-03-26,Store B,Ottawa,,1205.37,50.0,,25
477,2025-06-08,Store B,Ottawa,Clothing,,126.0,4.1,15
478,2025-01-22,Store G,Waterloo,Home,1337.95,76.0,5.0,10
479,2023-05-19,Store A,Toronto,Electronics,1415.41,60.0,3.2,10
480,2024-05-04,Store A,Toronto,Electronics,2237.11,116.0,3.9,15
481,2025-11-21,Store F,Mississauga,Books,2283.1,124.0,4.4,15
482,2024-11-07,Store E,Kingston,Sports,992.2,52.0,4.5,0
483,2024-05-13,Store A,Toronto,,2067.66,125.0,3.9,5
484,2025-12-13,Store A,Toronto,Clothing,1963.32,70.0,4.3,0
485,2023-03-02,Store C,Hamilton,Food,1252.76,62.0,3.8,15
486,2024-09-06,Store B,Ottawa,Sports,1031.87,89.0,3.8,10
487,2024-09-23,Store C,Hamilton,Food,2093.05,35.0,3.3,15
488,2024-12-10,Store F,Mississauga,Sports,2880.89,111.0,4.1,5
489,2025-02-20,Store B,Ottawa,,1604.42,77.0,,0
490,2025-07-06,Store H,Windsor,Electronics,1907.8,93.0,4.2,15
491,2024-05-07,Store D,London,Sports,1677.94,76.0,4.6,15
492,2023-07-15,Store E,Kingston,Food,1233.34,90.0,4.5,0
493,2024-11-03,Store C,Hamilton,,2233.47,116.0,4.6,10
494,2023-07-15,Store H,Windsor,,1555.68,87.0,3.6,10
495,2025-12-13,Store G,Waterloo,Electronics,2484.72,92.0,3.3,15
496,2023-07-06,Store D,London,Food,1610.77,65.0,5.0,10
497,2023-04-17,Store G,Waterloo,Clothing,1704.34,80.0,3.5,0
498,2023-06-08,Store A,Toronto,Electronics,1760.04,125.0,4.2,25
499,2023-02-17,Store D,London,Clothing,2274.39,48.0,3.4,15
500,2025-03-17,Store H,Windsor,Clothing,1240.1,25.0,4.7,15
501,2025-04-11,Store F,Mississauga,Clothing,1662.43,84.0,4.2,25
502,2023-01-14,Store C,Hamilton,Books,1003.83,80.0,,5
503,2023-10-14,Store H,Windsor,Clothing,1336.97,5.0,3.9,25
504,2025-11-12,Store F,Mississauga,Clothing,2489.26,133.0,4.0,15
505,2025-07-18,Store C,Hamilton,Electronics,,108.0,3.6,10
506,2024-03-10,Store E,Kingston,Home,1888.05,51.0,4.5,10
507,2023-01-21,Store D,London,Clothing,1471.82,55.0,4.0,15
508,2024-08-15,Store A,Toronto,Electronics,1105.25,87.0,3.9,20
509,2024-06-05,Store B,Ottawa,Food,1007.48,,4.7,5
510,2023-03-29,Store G,Waterloo,Electronics,573.92,122.0,4.2,10
511,2025-11-22,Store F,Mississauga,Books,2976.92,137.0,3.6,25
512,2023-11-20,Store D,London,Sports,2145.54,109.0,4.2,15
513,2024-05-26,Store C,Hamilton,Food,1592.62,98.0,4.2,15
514,2025-01-17,Store E,Kingston,Clothing,1315.79,64.0,3.8,0
515,2024-05-03,Store B,Ottawa,Home,1470.82,74.0,3.9,5
516,2023-01-02,Store A,Toronto,Clothing,1800.67,81.0,3.5,0
517,2024-08-15,Store E,Kingston,Books,722.03,91.0,,0
518,2025-02-21,Store B,Ottawa,Home,1018.76,102.0,4.2,20
519,2025-08-15,Store A,Toronto,Books,1876.58,138.0,,10
520,2024-07-15,Store C,Hamilton,Home,1715.43,57.0,4.5,15
521,2023-05-12,Store E,Kingston,Home,1333.31,106.0,4.3,25
522,2024-02-02,Store B,Ottawa,Home,1473.22,98.0,3.9,25
523,2024-10-09,Store B,Ottawa,Home,2516.47,112.0,4.4,5
524,2023-08-17,Store F,Mississauga,Home,2377.35,111.0,4.3,10
525,2024-03-23,Store E,Kingston,Clothing,366.3,100.0,3.5,15
526,2023-12-18,Store G,Waterloo,Clothing,2150.86,117.0,4.3,20
527,2023-09-20,Store B,Ottawa,Sports,659.46,66.0,4.8,10
528,2023-01-26,Store H,Windsor,Sports,1037.86,124.0,3.9,0
529,2025-12-24,Store B,Ottawa,Home,2040.48,88.0,3.7,10
530,2023-06-06,Store A,Toronto,Food,1801.12,80.0,,15
531,2024-03-21,Store F,Mississauga,Books,1688.61,123.0,4.2,25
532,2024-08-08,Store A,Toronto,Books,2068.41,142.0,4.8,5
533,2024-03-24,Store G,Waterloo,Food,1213.3,57.0,4.9,15
534,2025-11-02,Store A,Toronto,Books,,139.0,,0
535,2024-11-28,Store B,Ottawa,,2084.37,82.0,4.0,5
536,2024-03-30,Store B,Ottawa,Electronics,1747.48,67.0,,25
537,2023-06-02,Store G,Waterloo,Home,819.19,132.0,4.5,15
538,2025-08-01,Store H,Windsor,Home,1072.63,111.0,3.7,10
539,2025-11-19,Store C,Hamilton,Food,1842.11,128.0,,5
540,2024-04-02,Store H,Windsor,,1323.43,92.0,4.3,5
541,2023-01-25,Store G,Waterloo,Sports,,95.0,3.6,20
542,2025-09-25,Store A,Toronto,Sports,1633.31,109.0,3.8,10
543,2025-06-30,Store G,Waterloo,Electronics,1408.82,51.0,4.2,10
544,2023-06-13,Store F,Mississauga,Sports,2049.26,,3.8,10
545,2025-11-08,Store D,London,Food,2687.36,,3.9,20
546,2024-06-23,Store E,Kingston,Clothing,1431.16,76.0,3.9,0
547,2024-03-19,Store G,Waterloo,Clothing,1400.24,105.0,4.0,15
548,2024-10-22,Store E,Kingston,Electronics,587.94,51.0,4.4,10
549,2025-04-08,Store E,Kingston,Books,772.5,73.0,3.8,20
550,2023-12-18,Store H,Windsor,Books,1264.14,136.0,3.8,25
551,2023-05-09,Store B,Ottawa,Sports,,111.0,5.0,20
552,2025-04-15,Store F,Mississauga,Food,2350.4,76.0,3.5,25
553,2023-05-20,Store E,Kingston,Clothing,1279.92,24.0,5.0,0
554,2024-04-23,Store C,Hamilton,Home,1407.66,41.0,3.3,0
555,2023-07-05,Store E,Kingston,Food,1547.2,82.0,3.9,15
556,2023-06-24,Store A,Toronto,Sports,1886.98,106.0,4.2,0
557,2023-01-18,Store D,London,Home,1576.73,131.0,4.2,0
558,2025-08-01,Store E,Kingston,Food,1331.75,51.0,3.9,5
559,2024-10-04,Store C,Hamilton,Electronics,844.07,51.0,3.9,20
560,2023-01-09,Store G,Waterloo,Home,2088.24,109.0,4.0,10
561,2025-06-04,Store H,Windsor,Home,2081.28,58.0,4.1,10
562,2024-01-16,Store E,Kingston,Electronics,1071.23,92.0,3.8,5
563,2023-12-07,Store C,Hamilton,Home,616.73,119.0,3.5,0
564,2023-08-25,Store A,Toronto,Clothing,2233.33,67.0,,5
565,2024-09-14,Store D,London,Electronics,1253.82,50.0,3.4,0
566,2023-10-17,Store C,Hamilton,Clothing,1156.14,58.0,4.5,20
567,2025-05-13,Store F,Mississauga,Clothing,,88.0,,25
568,2023-04-15,Store C,Hamilton,Electronics,1023.0,41.0,,15
569,2025-12-04,Store B,Ottawa,Books,1838.75,137.0,4.2,5
570,2025-09-24,Store F,Mississauga,Home,2349.93,100.0,,0
571,2025-09-11,Store A,Toronto,Clothing,2136.71,159.0,4.0,15
572,2024-07-30,Store C,Hamilton,Electronics,1487.81,72.0,4.3,5
573,2025-09-07,Store D,London,Books,1419.66,61.0,3.4,10
574,2024-01-09,Store F,Mississauga,Sports,1160.47,77.0,3.4,10
575,2025-10-27,Store E,Kingston,Books,1224.54,75.0,4.0,25
576,2024-11-14,Store G,Waterloo,Sports,2436.37,126.0,4.9,15
577,2023-03-12,Store B,Ottawa,Food,2284.69,98.0,4.1,0
578,2025-03-29,Store E,Kingston,Books,1150.36,28.0,3.9,5
579,2023-07-23,Store A,Toronto,Sports,1864.72,111.0,4.5,0
580,2025-11-17,Store F,Mississauga,Food,,109.0,4.1,15
581,2023-09-12,Store C,Hamilton,Food,1515.01,53.0,3.7,15
582,2023-09-12,Store A,Toronto,Books,1364.55,52.0,3.6,5
583,2023-06-08,Store G,Waterloo,Food,1114.49,69.0,4.5,0
584,2023-01-06,Store E,Kingston,Electronics,1569.93,62.0,4.4,0
585,2023-02-16,Store A,Toronto,Clothing,2326.74,123.0,4.8,0
586,2023-07-19,Store A,Toronto,Electronics,1688.83,96.0,3.5,20
587,2024-08-07,Store H,Windsor,Clothing,1250.52,52.0,4.5,10
588,2024-08-26,Store H,Windsor,Clothing,1856.46,116.0,4.5,10
589,2025-02-22,Store G,Waterloo,Electronics,,102.0,4.2,25
590,2025-12-02,Store E,Kingston,Food,1417.54,127.0,3.9,0
591,2023-10-01,Store E,Kingston,Electronics,872.42,108.0,3.7,0
592,2025-07-03,Store E,Kingston,Sports,581.51,81.0,3.9,0
593,2023-02-06,Store A,Toronto,Home,1685.0,88.0,4.0,20
594,2024-03-19,Store E,Kingston,Clothing,1832.4,23.0,,0
595,2024-02-03,Store H,Windsor,Food,2191.69,102.0,4.6,15
596,2023-08-14,Store B,Ottawa,Clothing,1372.63,99.0,4.3,5
597,2024-08-24,Store C,Hamilton,Clothing,1223.45,126.0,3.7,0
598,2023-06-13,Store A,Toronto,Books,1261.19,69.0,4.4,10
599,2024-04-17,Store A,Toronto,Books,2081.79,120.0,3.6,10
600,2023-11-05,Store A,Toronto,Books,2458.44,135.0,3.9,5
601,2025-01-13,Store A,Toronto,Books,2028.73,89.0,3.8,15
602,2024-02-21,Store F,Mississauga,Books,2072.82,108.0,4.0,10
603,2024-02-12,Store F,Mississauga,Electronics,1942.56,71.0,4.3,20
604,2023-04-02,Store H,Windsor,Home,1387.96,94.0,4.5,20
605,2024-07-29,Store G,Waterloo,Electronics,1558.6,91.0,4.1,15
606,2025-12-09,Store B,Ottawa,Sports,2573.67,101.0,,10
607,2025-12-22,Store F,Mississauga,Clothing,2639.75,,3.4,5
608,2023-06-20,Store H,Windsor,Home,1608.99,80.0,4.1,15
609,2024-08-30,Store A,Toronto,Food,1707.47,95.0,4.5,10
610,2024-03-09,Store B,Ottawa,Books,1369.32,92.0,4.6,5
611,2025-05-01,Store C,Hamilton,Home,1615.44,101.0,4.2,25
612,2025-07-27,Store E,Kingston,Sports,940.2,92.0,3.9,5
613,2023-04-07,Store E,Kingston,Electronics,918.42,67.0,3.6,0
614,2025-08-22,Store D,London,Home,2081.3,136.0,4.8,0
615,2023-01-28,Store D,London,Home,1340.31,77.0,3.9,25
616,2025-11-21,Store H,Windsor,Home,1893.82,80.0,,5
617,2024-02-04,Store H,Windsor,Food,1923.02,107.0,4.1,5
618,2023-02-17,Store D,London,Books,1534.78,75.0,,0
619,2024-09-18,Store B,Ottawa,Home,1384.9,98.0,4.8,0
620,2024-11-28,Store B,Ottawa,Home,1800.62,97.0,4.0,15
621,2025-10-19,Store E,Kingston,Sports,532.62,52.0,4.4,5
622,2025-02-04,Store F,Mississauga,Home,1828.9,53.0,4.7,20
623,2023-05-24,Store G,Waterloo,Books,1418.84,100.0,4.0,10
624,2024-07-13,Store D,London,Sports,1798.45,118.0,4.6,20
625,2024-12-05,Store B,Ottawa,Electronics,1130.72,124.0,4.0,15
626,2025-07-08,Store C,Hamilton,Clothing,1694.32,91.0,3.9,20
627,2025-01-19,Store B,Ottawa,Food,1644.44,52.0,,10
628,2025-11-28,Store H,Windsor,Clothing,1189.53,85.0,4.4,0
629,2025-06-03,Store D,London,Books,1380.38,107.0,4.2,5
630,2024-08-13,Store B,Ottawa,Home,1260.11,75.0,4.5,20
631,2025-11-11,Store A,Toronto,Sports,2339.25,111.0,4.6,25
632,2023-08-27,Store E,Kingston,Clothing,1303.83,48.0,4.2,5
633,2024-10-18,Store B,Ottawa,Clothing,995.47,48.0,4.8,5
634,2025-02-02,Store C,Hamilton,Food,1692.87,72.0,4.1,5
635,2025-11-29,Store A,Toronto,Electronics,2354.78,146.0,4.2,5
636,2023-12-17,Store E,Kingston,Electronics,2211.14,74.0,,10
637,2025-06-15,Store E,Kingston,Home,1665.77,67.0,4.1,10
638,2024-04-17,Store E,Kingston,Food,1078.13,108.0,4.3,20
639,2023-05-21,Store B,Ottawa,Books,1663.5,80.0,4.1,0
640,2023-03-20,Store C,Hamilton,Food,1581.36,152.0,4.6,15
641,2024-04-14,Store A,Toronto,Sports,2119.05,63.0,4.2,15
642,2025-09-19,Store H,Windsor,,1966.61,39.0,,10
643,2025-05-24,Store A,Toronto,Books,2088.11,99.0,3.9,25
644,2023-12-27,Store C,Hamilton,Electronics,1962.81,127.0,4.3,5
645,2024-05-02,Store C,Hamilton,Food,1975.96,72.0,5.0,15
646,2024-03-27,Store H,Windsor,Sports,819.21,51.0,3.8,10
647,2024-10-05,Store B,Ottawa,Home,562.02,81.0,4.2,5
648,2024-06-18,Store E,Kingston,Home,2721.67,61.0,4.9,20
649,2025-08-09,Store F,Mississauga,Home,2180.83,162.0,4.4,20
650,2025-05-31,Store A,Toronto,Home,1372.95,61.0,,10
651,2024-07-02,Store E,Kingston,Electronics,954.03,,4.4,25
652,2024-05-06,Store C,Hamilton,Clothing,2145.55,50.0,3.8,5
653,2025-06-16,Store D,London,Electronics,1168.64,75.0,4.8,5
654,2024-04-14,Store F,Mississauga,Sports,1561.4,116.0,,20
655,2023-08-06,Store A,Toronto,Home,2488.86,100.0,3.7,5
656,2024-07-12,Store H,Windsor,Sports,1782.29,100.0,3.8,0
657,2024-08-26,Store C,Hamilton,Home,742.92,45.0,3.6,25
658,2025-12-07,Store D,London,Sports,2310.8,120.0,4.4,5
659,2023-07-31,Store C,Hamilton,Electronics,2077.68,69.0,3.5,20
660,2025-02-16,Store F,Mississauga,Home,1834.63,96.0,4.3,0
661,2025-03-25,Store E,Kingston,Home,1602.36,77.0,3.5,0
662,2023-08-27,Store C,Hamilton,Home,996.08,11.0,3.7,0
663,2024-09-09,Store C,Hamilton,,822.41,60.0,5.0,25
664,2023-09-03,Store D,London,,417.33,84.0,4.5,20
665,2025-04-17,Store H,Windsor,Clothing,1978.79,59.0,4.9,20
666,2025-09-01,Store C,Hamilton,Food,888.92,76.0,4.5,20
667,2023-08-31,Store C,Hamilton,Food,1342.58,129.0,3.1,15
668,2023-12-08,Store G,Waterloo,Electronics,1907.59,141.0,4.1,5
669,2023-03-28,Store B,Ottawa,Home,1470.52,50.0,4.0,0
670,2025-03-15,Store F,Mississauga,Electronics,2287.03,68.0,3.5,10
671,2023-05-31,Store C,Hamilton,Sports,1581.04,49.0,,10
672,2025-02-23,Store A,Toronto,Books,2014.68,62.0,4.7,15
673,2024-04-19,Store A,Toronto,Home,1904.13,57.0,4.5,20
674,2024-04-28,Store H,Windsor,Home,701.97,56.0,4.6,5
675,2024-03-05,Store G,Waterloo,Clothing,282.07,84.0,3.9,0
676,2023-06-19,Store H,Windsor,Electronics,1383.74,113.0,4.3,0
677,2024-11-19,Store G,Waterloo,Food,1208.29,144.0,4.4,0
678,2023-04-09,Store A,Toronto,Electronics,1550.95,68.0,4.5,0
679,2025-02-22,Store G,Waterloo,Clothing,1343.02,76.0,4.5,10
680,2024-10-18,Store D,London,Electronics,,57.0,3.8,5
681,2025-12-30,Store G,Waterloo,Electronics,2256.86,92.0,3.6,15
682,2024-01-13,Store D,London,Sports,1887.98,103.0,4.5,0
683,2025-01-06,Store C,Hamilton,Books,872.77,65.0,4.7,5
684,2025-12-30,Store A,Toronto,Sports,2510.51,110.0,,15
685,2023-11-27,Store H,Windsor,Electronics,1744.56,79.0,3.7,5
686,2023-01-23,Store E,Kingston,Electronics,1145.21,,3.5,10
687,2023-07-06,Store D,London,Home,2666.7,86.0,4.1,0
688,2024-07-26,Store H,Windsor,Home,1958.26,,4.2,5
689,2024-06-02,Store D,London,Sports,2296.68,115.0,4.6,25
690,2023-04-17,Store A,Toronto,Food,1477.01,77.0,4.7,10
691,2023-02-18,Store E,Kingston,Sports,1019.39,61.0,3.7,15
692,2024-11-14,Store D,London,Home,1515.47,136.0,4.6,0
693,2023-11-07,Store B,Ottawa,Food,,85.0,3.1,15
694,2023-10-04,Store E,Kingston,Sports,1213.42,66.0,4.4,5
695,2023-04-08,Store C,Hamilton,Home,1282.41,96.0,,15
696,2023-01-11,Store E,Kingston,Home,1166.49,39.0,5.0,0
697,2024-05-03,Store D,London,Books,2032.52,24.0,4.4,20
698,2024-08-31,Store D,London,Sports,1937.76,,3.6,25
699,2025-09-27,Store C,Hamilton,Clothing,1222.35,118.0,4.4,5
700,2023-08-12,Store G,Waterloo,Food,,53.0,3.9,0
701,2024-03-12,Store G,Waterloo,Clothing,657.04,88.0,3.7,5
702,2024-09-06,Store D,London,Sports,1565.23,124.0,4.0,20
703,2023-10-26,Store G,Waterloo,Electronics,1317.06,76.0,,15
704,2023-05-30,Store A,Toronto,Books,1528.92,82.0,4.3,20
705,2024-09-16,Store G,Waterloo,Books,1622.26,141.0,3.7,0
706,2025-05-21,Store B,Ottawa,Food,1643.58,35.0,3.8,15
707,2025-02-08,Store D,London,Clothing,1859.98,89.0,,5
708,2023-07-02,Store G,Waterloo,Clothing,1319.18,93.0,5.0,20
709,2024-01-10,Store H,Windsor,Sports,1126.13,51.0,3.9,20
710,2024-03-24,Store B,Ottawa,Clothing,918.07,36.0,4.1,10
711,2024-12-25,Store G,Waterloo,Electronics,2003.13,75.0,4.0,10
712,2024-02-19,Store C,Hamilton,Books,1735.36,,4.4,5
713,2025-06-19,Store F,Mississauga,Home,2178.56,118.0,4.6,20
714,2023-10-06,Store F,Mississauga,Clothing,1781.46,97.0,3.6,20
715,2025-09-23,Store A,Toronto,Home,2175.19,30.0,4.7,5
716,2024-12-27,Store E,Kingston,Sports,2276.55,115.0,4.0,5
717,2024-12-30,Store G,Waterloo,Clothing,2490.42,43.0,,0
718,2024-01-13,Store F,Mississauga,Food,1913.29,122.0,3.6,5
719,2023-11-27,Store D,London,Books,2050.41,105.0,3.9,15
720,2024-09-18,Store E,Kingston,Food,1486.38,86.0,4.7,5
721,2024-11-03,Store E,Kingston,Food,1301.19,71.0,,20
722,2025-05-10,Store A,Toronto,Electronics,1586.05,117.0,4.3,10
723,2024-12-24,Store G,Waterloo,Clothing,,94.0,4.0,5
724,2024-07-31,Store A,Toronto,Home,1613.72,104.0,4.0,15
725,2024-02-24,Store B,Ottawa,Food,885.32,41.0,4.0,0
726,2024-10-08,Store E,Kingston,Sports,1443.18,130.0,4.8,25
727,2025-04-18,Store C,Hamilton,Home,2090.74,62.0,4.3,15
728,2024-12-09,Store D,London,Home,1981.43,137.0,3.5,5
729,2025-07-25,Store C,Hamilton,Electronics,1568.24,116.0,4.9,5
730,2024-02-16,Store B,Ottawa,Food,622.75,,3.8,15
731,2023-12-23,Store F,Mississauga,Food,1937.49,152.0,3.6,0
732,2023-10-22,Store H,Windsor,Books,2058.67,105.0,3.9,15
733,2024-02-13,Store E,Kingston,Books,1921.31,118.0,3.5,15
734,2025-12-29,Store C,Hamilton,Electronics,2035.47,121.0,3.7,0
735,2023-09-14,Store F,Mississauga,Sports,992.78,42.0,3.5,0
736,2024-08-27,Store F,Mississauga,Sports,2295.94,111.0,4.3,5
737,2025-07-31,Store C,Hamilton,Electronics,1657.93,64.0,3.9,0
738,2025-04-02,Store E,Kingston,Books,1742.22,91.0,4.0,15
739,2025-05-22,Store H,Windsor,Home,1157.12,91.0,4.5,0
740,2025-08-14,Store H,Windsor,Home,1321.49,106.0,5.0,0
741,2025-11-13,Store E,Kingston,Electronics,2104.04,72.0,4.2,0
742,2023-04-05,Store H,Windsor,Clothing,1306.34,70.0,4.3,5
743,2025-01-31,Store B,Ottawa,Electronics,1265.02,47.0,4.1,10
744,2025-06-29,Store C,Hamilton,Sports,1239.5,114.0,4.3,25
745,2025-09-12,Store A,Toronto,Clothing,2102.01,93.0,4.2,5
746,2024-08-03,Store C,Hamilton,Electronics,1181.03,59.0,4.3,25
747,2023-01-26,Store H,Windsor,Sports,1613.11,46.0,4.9,5
748,2025-08-23,Store E,Kingston,Electronics,802.32,42.0,,15
749,2023-11-20,Store B,Ottawa,Clothing,1835.64,119.0,4.3,15
750,2025-09-21,Store B,Ottawa,Food,1815.18,54.0,4.2,10
751,2023-12-04,Store C,Hamilton,Clothing,2312.16,121.0,,0
752,2025-06-14,Store A,Toronto,Food,943.8,134.0,3.9,0
753,2025-08-13,Store B,Ottawa,Books,1837.73,48.0,4.7,0
754,2024-09-16,Store H,Windsor,Home,1643.45,82.0,3.9,0
755,2023-05-26,Store F,Mississauga,Home,1342.41,95.0,4.1,15
756,2024-11-23,Store H,Windsor,Home,,109.0,3.6,5
757,2023-02-12,Store D,London,Books,1713.52,77.0,4.2,25
758,2025-09-11,Store C,Hamilton,Food,1706.93,12.0,4.5,5
759,2025-06-18,Store C,Hamilton,Home,,64.0,4.0,15
760,2023-12-29,Store E,Kingston,Clothing,2061.0,62.0,4.9,15
761,2024-12-15,Store A,Toronto,Sports,1772.18,99.0,3.7,25
762,2023-07-21,Store H,Windsor,Sports,1981.03,58.0,4.2,25
763,2024-11-07,Store C,Hamilton,Home,2242.76,118.0,4.5,10
764,2023-01-11,Store F,Mississauga,Electronics,1044.37,64.0,,5
765,2023-10-24,Store E,Kingston,Food,1028.32,100.0,4.3,10
766,2025-03-29,Store C,Hamilton,Home,822.11,92.0,3.9,0
767,2025-02-02,Store B,Ottawa,Clothing,1480.6,76.0,3.2,0
768,2025-10-26,Store E,Kingston,Electronics,1044.17,93.0,4.1,0
769,2024-03-27,Store E,Kingston,Books,2277.64,81.0,3.9,5
